Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
1202,2020-04-22,5:00 PM,Himachal Pradesh,-,-,16,1,39
1203,2020-04-22,5:00 PM,Jammu and Kashmir,-,-,81,5,380
1204,2020-04-22,5:00 PM,Jharkhand,-,-,0,3,45
1205,2020-04-22,5:00 PM,Karnataka,-,-,129,17,425
1206,2020-04-22,5:00 PM,Kerala,-,-,323,3,427
1207,2020-04-22,5:00 PM,Ladakh,-,-,14,0,18
1208,2020-04-22,5:00 PM,Madhya Pradesh,-,-,148,80,1592
1209,2020-04-22,5:00 PM,Maharashtra,-,-,722,251,5221
1210,2020-04-22,5:00 PM,Manipur,-,-,2,0,2
1211,2020-04-22,5:00 PM,Meghalaya,-,-,0,1,12
1212,2020-04-22,5:00 PM,Mizoram,-,-,0,0,1
1213,2020-04-22,5:00 PM,Odisha,-,-,30,1,82
1214,2020-04-22,5:00 PM,Puducherry,-,-,3,0,7
1215,2020-04-22,5:00 PM,Punjab,-,-,49,16,251
1216,2020-04-22,5:00 PM,Rajasthan,-,-,230,25,1801
1217,2020-04-22,5:00 PM,Tamil Nadu,-,-,635,18,1596
1218,2020-04-22,5:00 PM,Telengana,-,-,194,23,945
1219,2020-04-22,5:00 PM,Tripura,-,-,1,0,2
1220,2020-04-22,5:00 PM,Uttarakhand,-,-,19,0,46
1221,2020-04-22,5:00 PM,Uttar Pradesh,-,-,165,21,1412
1222,2020-04-22,5:00 PM,West Bengal,-,-,73,15,423
1223,2020-04-23,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,18
1224,2020-04-23,5:00 PM,Andhra Pradesh,-,-,141,27,895
1225,2020-04-23,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1226,2020-04-23,5:00 PM,Assam,-,-,19,1,35
1227,2020-04-23,5:00 PM,Bihar,-,-,46,2,148
1228,2020-04-23,5:00 PM,Chandigarh,-,-,14,0,27
1229,2020-04-23,5:00 PM,Chhattisgarh,-,-,28,0,36
1230,2020-04-23,5:00 PM,Delhi,-,-,724,48,2248
1231,2020-04-23,5:00 PM,Goa,-,-,7,0,7
1232,2020-04-23,5:00 PM,Gujarat,-,-,179,103,2407
1233,2020-04-23,5:00 PM,Haryana,-,-,140,3,262
1234,2020-04-23,5:00 PM,Himachal Pradesh,-,-,18,1,40
1235,2020-04-23,5:00 PM,Jammu and Kashmir,-,-,92,5,407
1236,2020-04-23,5:00 PM,Jharkhand,-,-,8,3,49
1237,2020-04-23,5:00 PM,Karnataka,-,-,141,17,443
1238,2020-04-23,5:00 PM,Kerala,-,-,324,3,438
1239,2020-04-23,5:00 PM,Ladakh,-,-,14,0,18
1240,2020-04-23,5:00 PM,Madhya Pradesh,-,-,148,81,1695
1241,2020-04-23,5:00 PM,Maharashtra,-,-,789,269,5652
1242,2020-04-23,5:00 PM,Manipur,-,-,2,0,2
1243,2020-04-23,5:00 PM,Meghalaya,-,-,0,1,12
1244,2020-04-23,5:00 PM,Mizoram,-,-,0,0,1
1245,2020-04-23,5:00 PM,Odisha,-,-,32,1,83
1246,2020-04-23,5:00 PM,Puducherry,-,-,3,0,7
1247,2020-04-23,5:00 PM,Punjab,-,-,65,16,277
1248,2020-04-23,5:00 PM,Rajasthan,-,-,230,27,1890
1249,2020-04-23,5:00 PM,Tamil Nadu,-,-,662,18,1629
1250,2020-04-23,5:00 PM,Telengana,-,-,197,24,960
1251,2020-04-23,5:00 PM,Tripura,-,-,1,0,2
1252,2020-04-23,5:00 PM,Uttarakhand,-,-,23,0,46
1253,2020-04-23,5:00 PM,Uttar Pradesh,-,-,187,21,1509
1254,2020-04-23,5:00 PM,West Bengal,-,-,79,15,456
1255,2020-04-24,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,22
1256,2020-04-24,5:00 PM,Andhra Pradesh,-,-,145,29,955
1257,2020-04-24,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1258,2020-04-24,5:00 PM,Assam,-,-,19,1,36
1259,2020-04-24,5:00 PM,Bihar,-,-,46,2,176
1260,2020-04-24,5:00 PM,Chandigarh,-,-,14,0,27
1261,2020-04-24,5:00 PM,Chhattisgarh,-,-,28,0,36
1262,2020-04-24,5:00 PM,Delhi,-,-,808,50,2376
1263,2020-04-24,5:00 PM,Goa,-,-,7,0,7
1264,2020-04-24,5:00 PM,Gujarat,-,-,258,112,2624
1265,2020-04-24,5:00 PM,Haryana,-,-,156,3,272
1266,2020-04-24,5:00 PM,Himachal Pradesh,-,-,18,1,40
1267,2020-04-24,5:00 PM,Jammu and Kashmir,-,-,92,5,427
1268,2020-04-24,5:00 PM,Jharkhand,-,-,8,3,55
1269,2020-04-24,5:00 PM,Karnataka,-,-,150,18,463
1270,2020-04-24,5:00 PM,Kerala,-,-,324,3,448
1271,2020-04-24,5:00 PM,Ladakh,-,-,14,0,18
1272,2020-04-24,5:00 PM,Madhya Pradesh,-,-,203,83,1852
1273,2020-04-24,5:00 PM,Maharashtra,-,-,840,283,6430
1274,2020-04-24,5:00 PM,Manipur,-,-,2,0,2
1275,2020-04-24,5:00 PM,Meghalaya,-,-,0,1,12
1276,2020-04-24,5:00 PM,Mizoram,-,-,0,0,1
1277,2020-04-24,5:00 PM,Odisha,-,-,33,1,90
1278,2020-04-24,5:00 PM,Puducherry,-,-,3,0,7
1279,2020-04-24,5:00 PM,Punjab,-,-,65,16,277
1280,2020-04-24,5:00 PM,Rajasthan,-,-,230,27,1964
1281,2020-04-24,5:00 PM,Tamil Nadu,-,-,752,20,1683
1282,2020-04-24,5:00 PM,Telengana,-,-,253,26,984
1283,2020-04-24,5:00 PM,Tripura,-,-,1,0,2
1284,2020-04-24,5:00 PM,Uttarakhand,-,-,24,0,47
1285,2020-04-24,5:00 PM,Uttar Pradesh,-,-,206,24,1604
1286,2020-04-24,5:00 PM,West Bengal,-,-,103,15,514
1287,2020-04-25,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,27
1288,2020-04-25,5:00 PM,Andhra Pradesh,-,-,171,31,1061
1289,2020-04-25,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1290,2020-04-25,5:00 PM,Assam,-,-,19,1,36
1291,2020-04-25,5:00 PM,Bihar,-,-,46,2,228
1292,2020-04-25,5:00 PM,Chandigarh,-,-,15,0,28
1293,2020-04-25,5:00 PM,Chhattisgarh,-,-,30,0,36
1294,2020-04-25,5:00 PM,Delhi,-,-,857,53,2514
1295,2020-04-25,5:00 PM,Goa,-,-,7,0,7
1296,2020-04-25,5:00 PM,Gujarat,-,-,265,127,2815
1297,2020-04-25,5:00 PM,Haryana,-,-,156,3,272
1298,2020-04-25,5:00 PM,Himachal Pradesh,-,-,18,1,40
1299,2020-04-25,5:00 PM,Jammu and Kashmir,-,-,109,5,454
1300,2020-04-25,5:00 PM,Jharkhand,-,-,9,3,59
1301,2020-04-25,5:00 PM,Karnataka,-,-,153,18,489
1302,2020-04-25,5:00 PM,Kerala,-,-,331,4,451
1303,2020-04-25,5:00 PM,Ladakh,-,-,14,0,20
1304,2020-04-25,5:00 PM,Madhya Pradesh,-,-,210,92,1952
1305,2020-04-25,5:00 PM,Maharashtra,-,-,957,301,6817
1306,2020-04-25,5:00 PM,Manipur,-,-,2,0,2
1307,2020-04-25,5:00 PM,Meghalaya,-,-,0,1,12
1308,2020-04-25,5:00 PM,Mizoram,-,-,0,0,1
1309,2020-04-25,5:00 PM,Odisha,-,-,33,1,94
1310,2020-04-25,5:00 PM,Puducherry,-,-,3,0,7
1311,2020-04-25,5:00 PM,Punjab,-,-,67,17,298
1312,2020-04-25,5:00 PM,Rajasthan,-,-,230,27,2034
1313,2020-04-25,5:00 PM,Tamil Nadu,-,-,866,22,1755
1314,2020-04-25,5:00 PM,Telengana,-,-,253,26,984
1315,2020-04-25,5:00 PM,Tripura,-,-,1,0,2
1316,2020-04-25,5:00 PM,Uttarakhand,-,-,25,0,48
1317,2020-04-25,5:00 PM,Uttar Pradesh,-,-,248,26,1778
1318,2020-04-25,5:00 PM,West Bengal,-,-,103,18,571
1319,2020-04-26,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
1320,2020-04-26,5:00 PM,Andhra Pradesh,-,-,231,31,1097
1321,2020-04-26,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1322,2020-04-26,5:00 PM,Assam,-,-,19,1,36
1323,2020-04-26,5:00 PM,Bihar,-,-,46,2,251
1324,2020-04-26,5:00 PM,Chandigarh,-,-,17,0,30
1325,2020-04-26,5:00 PM,Chhattisgarh,-,-,32,0,37
1326,2020-04-26,5:00 PM,Delhi,-,-,869,54,2625
1327,2020-04-26,5:00 PM,Goa,-,-,7,0,7
1328,2020-04-26,5:00 PM,Gujarat,-,-,282,133,3071
1329,2020-04-26,5:00 PM,Haryana,-,-,176,3,289
1330,2020-04-26,5:00 PM,Himachal Pradesh,-,-,22,1,40
1331,2020-04-26,5:00 PM,Jammu and Kashmir,-,-,112,6,494
1332,2020-04-26,5:00 PM,Jharkhand,-,-,13,3,67
1333,2020-04-26,5:00 PM,Karnataka,-,-,177,18,501
1334,2020-04-26,5:00 PM,Kerala,-,-,338,4,458
1335,2020-04-26,5:00 PM,Ladakh,-,-,14,0,20
1336,2020-04-26,5:00 PM,Madhya Pradesh,-,-,210,99,2096
1337,2020-04-26,5:00 PM,Maharashtra,-,-,1076,323,7628
1338,2020-04-26,5:00 PM,Manipur,-,-,2,0,2
1339,2020-04-26,5:00 PM,Meghalaya,-,-,0,1,12
1340,2020-04-26,5:00 PM,Mizoram,-,-,0,0,1
1341,2020-04-26,5:00 PM,Odisha,-,-,34,1,103
1342,2020-04-26,5:00 PM,Puducherry,-,-,3,0,7
1343,2020-04-26,5:00 PM,Punjab,-,-,67,17,298
1344,2020-04-26,5:00 PM,Rajasthan,-,-,493,33,2083
1345,2020-04-26,5:00 PM,Tamil Nadu,-,-,960,23,1821
1346,2020-04-26,5:00 PM,Telengana,-,-,280,26,991
1347,2020-04-26,5:00 PM,Tripura,-,-,2,0,2
1348,2020-04-26,5:00 PM,Uttarakhand,-,-,26,0,50
1349,2020-04-26,5:00 PM,Uttar Pradesh,-,-,289,29,1843
1350,2020-04-26,5:00 PM,West Bengal,-,-,105,18,611
1351,2020-04-27,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
1352,2020-04-27,5:00 PM,Andhra Pradesh,-,-,235,31,1177
1353,2020-04-27,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1354,2020-04-27,5:00 PM,Assam,-,-,27,1,36
1355,2020-04-27,5:00 PM,Bihar,-,-,56,2,277
1356,2020-04-27,5:00 PM,Chandigarh,-,-,17,0,30
1357,2020-04-27,5:00 PM,Chhattisgarh,-,-,32,0,37
1358,2020-04-27,5:00 PM,Delhi,-,-,877,54,2918
1359,2020-04-27,5:00 PM,Goa,-,-,7,0,7
1360,2020-04-27,5:00 PM,Gujarat,-,-,313,151,3301
1361,2020-04-27,5:00 PM,Haryana,-,-,176,3,289
1362,2020-04-27,5:00 PM,Himachal Pradesh,-,-,22,1,40
1363,2020-04-27,5:00 PM,Jammu and Kashmir,-,-,137,6,523
1364,2020-04-27,5:00 PM,Jharkhand,-,-,13,3,82
1365,2020-04-27,5:00 PM,Karnataka,-,-,188,20,511
1366,2020-04-27,5:00 PM,Kerala,-,-,342,4,469
1367,2020-04-27,5:00 PM,Ladakh,-,-,14,0,20
1368,2020-04-27,5:00 PM,Madhya Pradesh,-,-,302,106,2168
1369,2020-04-27,5:00 PM,Maharashtra,-,-,1188,342,8068
1370,2020-04-27,5:00 PM,Manipur,-,-,2,0,2
1371,2020-04-27,5:00 PM,Meghalaya,-,-,0,1,12
1372,2020-04-27,5:00 PM,Mizoram,-,-,0,0,1
1373,2020-04-27,5:00 PM,Odisha,-,-,35,1,108
1374,2020-04-27,5:00 PM,Puducherry,-,-,3,0,8
1375,2020-04-27,5:00 PM,Punjab,-,-,71,18,313
1376,2020-04-27,5:00 PM,Rajasthan,-,-,518,41,2185
1377,2020-04-27,5:00 PM,Tamil Nadu,-,-,1020,24,1885
1378,2020-04-27,5:00 PM,Telengana,-,-,280,26,1002
1379,2020-04-27,5:00 PM,Tripura,-,-,2,0,2
1380,2020-04-27,5:00 PM,Uttarakhand,-,-,33,0,51
1381,2020-04-27,5:00 PM,Uttar Pradesh,-,-,335,31,1955
1382,2020-04-27,5:00 PM,West Bengal,-,-,105,20,649
1383,2020-04-28,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
1384,2020-04-28,5:00 PM,Andhra Pradesh,-,-,258,31,1259
1385,2020-04-28,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1386,2020-04-28,5:00 PM,Assam,-,-,27,1,38
1387,2020-04-28,5:00 PM,Bihar,-,-,57,2,346
1388,2020-04-28,5:00 PM,Chandigarh,-,-,17,0,40
1389,2020-04-28,5:00 PM,Chhattisgarh,-,-,32,0,37
1390,2020-04-28,5:00 PM,Delhi,-,-,877,54,3108
1391,2020-04-28,5:00 PM,Goa,-,-,7,0,7
1392,2020-04-28,5:00 PM,Gujarat,-,-,394,162,3548
1393,2020-04-28,5:00 PM,Haryana,-,-,183,3,296
1394,2020-04-28,5:00 PM,Himachal Pradesh,-,-,22,1,40
1395,2020-04-28,5:00 PM,Jammu and Kashmir,-,-,164,7,546
1396,2020-04-28,5:00 PM,Jharkhand,-,-,17,3,103
1397,2020-04-28,5:00 PM,Karnataka,-,-,198,20,520
1398,2020-04-28,5:00 PM,Kerala,-,-,355,4,482
1399,2020-04-28,5:00 PM,Ladakh,-,-,16,0,22
1400,2020-04-28,5:00 PM,Madhya Pradesh,-,-,361,113,2368
1401,2020-04-28,5:00 PM,Maharashtra,-,-,1282,369,8590
1402,2020-04-28,5:00 PM,Manipur,-,-,2,0,2
1403,2020-04-28,5:00 PM,Meghalaya,-,-,0,1,12
1404,2020-04-28,5:00 PM,Mizoram,-,-,0,0,1
1405,2020-04-28,5:00 PM,Odisha,-,-,37,1,118
1406,2020-04-28,5:00 PM,Puducherry,-,-,3,0,8
1407,2020-04-28,5:00 PM,Punjab,-,-,71,18,313
1408,2020-04-28,5:00 PM,Rajasthan,-,-,669,46,2262
1409,2020-04-28,5:00 PM,Tamil Nadu,-,-,1101,24,1937
1410,2020-04-28,5:00 PM,Telengana,-,-,321,26,1004
1411,2020-04-28,5:00 PM,Tripura,-,-,2,0,2
1412,2020-04-28,5:00 PM,Uttarakhand,-,-,33,0,51
1413,2020-04-28,5:00 PM,Uttar Pradesh,-,-,400,31,2043
1414,2020-04-28,5:00 PM,West Bengal,-,-,109,20,697
1415,2020-04-29,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33
1416,2020-04-29,5:00 PM,Andhra Pradesh,-,-,287,31,1332
1417,2020-04-29,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1418,2020-04-29,5:00 PM,Assam,-,-,27,1,38
1419,2020-04-29,5:00 PM,Bihar,-,-,64,2,383
1420,2020-04-29,5:00 PM,Chandigarh,-,-,17,0,56
1421,2020-04-29,5:00 PM,Chhattisgarh,-,-,34,0,38
1422,2020-04-29,5:00 PM,Delhi,-,-,1078,54,3314
1423,2020-04-29,5:00 PM,Goa,-,-,7,0,7
1424,2020-04-29,5:00 PM,Gujarat,-,-,434,181,3774
1425,2020-04-29,5:00 PM,Haryana,-,-,209,3,310
1426,2020-04-29,5:00 PM,Himachal Pradesh,-,-,25,1,40
1427,2020-04-29,5:00 PM,Jammu and Kashmir,-,-,176,8,565
1428,2020-04-29,5:00 PM,Jharkhand,-,-,19,3,105
1429,2020-04-29,5:00 PM,Karnataka,-,-,215,20,532
1430,2020-04-29,5:00 PM,Kerala,-,-,359,4,486
1431,2020-04-29,5:00 PM,Ladakh,-,-,16,0,22
1432,2020-04-29,5:00 PM,Madhya Pradesh,-,-,377,119,2561
1433,2020-04-29,5:00 PM,Maharashtra,-,-,1388,400,9318
1434,2020-04-29,5:00 PM,Manipur,-,-,2,0,2
1435,2020-04-29,5:00 PM,Meghalaya,-,-,0,1,12
1436,2020-04-29,5:00 PM,Mizoram,-,-,0,0,1
1437,2020-04-29,5:00 PM,Odisha,-,-,38,1,119
1438,2020-04-29,5:00 PM,Puducherry,-,-,3,0,8
1439,2020-04-29,5:00 PM,Punjab,-,-,71,19,322
1440,2020-04-29,5:00 PM,Rajasthan,-,-,768,51,2364
1441,2020-04-29,5:00 PM,Tamil Nadu,-,-,1168,25,2058
1442,2020-04-29,5:00 PM,Telengana,-,-,367,26,1012
1443,2020-04-29,5:00 PM,Tripura,-,-,2,0,2
1444,2020-04-29,5:00 PM,Uttarakhand,-,-,34,0,54
1445,2020-04-29,5:00 PM,Uttar Pradesh,-,-,477,36,2115
1446,2020-04-29,5:00 PM,West Bengal,-,-,119,22,725
1447,2020-04-30,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33
1448,2020-04-30,5:00 PM,Andhra Pradesh,-,-,321,31,1403
1449,2020-04-30,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1450,2020-04-30,5:00 PM,Assam,-,-,29,1,42
1451,2020-04-30,5:00 PM,Bihar,-,-,65,2,403
1452,2020-04-30,5:00 PM,Chandigarh,-,-,17,0,56
1453,2020-04-30,5:00 PM,Chhattisgarh,-,-,36,0,38
1454,2020-04-30,5:00 PM,Delhi,-,-,1092,56,3439
1455,2020-04-30,5:00 PM,Goa,-,-,7,0,7
1456,2020-04-30,5:00 PM,Gujarat,-,-,527,197,4082
1457,2020-04-30,5:00 PM,Haryana,-,-,209,3,310
1458,2020-04-30,5:00 PM,Himachal Pradesh,-,-,25,1,40
1459,2020-04-30,5:00 PM,Jammu and Kashmir,-,-,192,8,581
1460,2020-04-30,5:00 PM,Jharkhand,-,-,19,3,107
1461,2020-04-30,5:00 PM,Karnataka,-,-,223,21,557
1462,2020-04-30,5:00 PM,Kerala,-,-,369,4,496
1463,2020-04-30,5:00 PM,Ladakh,-,-,16,0,22
1464,2020-04-30,5:00 PM,Madhya Pradesh,-,-,461,130,2660
1465,2020-04-30,5:00 PM,Maharashtra,-,-,1593,432,9915
1466,2020-04-30,5:00 PM,Manipur,-,-,2,0,2
1467,2020-04-30,5:00 PM,Meghalaya,-,-,0,1,12
1468,2020-04-30,5:00 PM,Mizoram,-,-,0,0,1
1469,2020-04-30,5:00 PM,Odisha,-,-,39,1,128
1470,2020-04-30,5:00 PM,Puducherry,-,-,5,0,8
1471,2020-04-30,5:00 PM,Punjab,-,-,90,19,357
1472,2020-04-30,5:00 PM,Rajasthan,-,-,768,51,2438
1473,2020-04-30,5:00 PM,Tamil Nadu,-,-,1210,27,2162
1474,2020-04-30,5:00 PM,Telengana,-,-,367,26,1012
1475,2020-04-30,5:00 PM,Tripura,-,-,2,0,2
1476,2020-04-30,5:00 PM,Uttarakhand,-,-,36,0,55
1477,2020-04-30,5:00 PM,Uttar Pradesh,-,-,513,39,2203
1478,2020-04-30,5:00 PM,West Bengal,-,-,124,22,758
1479,2020-05-01,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33
1480,2020-05-01,5:00 PM,Andhra Pradesh,-,-,403,33,1463
1481,2020-05-01,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1482,2020-05-01,5:00 PM,Assam,-,-,29,1,42
1483,2020-05-01,5:00 PM,Bihar,-,-,82,2,426
1484,2020-05-01,5:00 PM,Chandigarh,-,-,17,0,56
1485,2020-05-01,5:00 PM,Chhattisgarh,-,-,36,0,40
1486,2020-05-01,5:00 PM,Delhi,-,-,1094,59,3515
1487,2020-05-01,5:00 PM,Goa,-,-,7,0,7
1488,2020-05-01,5:00 PM,Gujarat,-,-,613,214,4395
1489,2020-05-01,5:00 PM,Haryana,-,-,209,3,313
1490,2020-05-01,5:00 PM,Himachal Pradesh,-,-,28,1,40
1491,2020-05-01,5:00 PM,Jammu and Kashmir,-,-,216,8,614
1492,2020-05-01,5:00 PM,Jharkhand,-,-,20,3,111
1493,2020-05-01,5:00 PM,Karnataka,-,-,235,22,576
1494,2020-05-01,5:00 PM,Kerala,-,-,383,4,497
1495,2020-05-01,5:00 PM,Ladakh,-,-,16,0,22
1496,2020-05-01,5:00 PM,Madhya Pradesh,-,-,482,137,2719
1497,2020-05-01,5:00 PM,Maharashtra,-,-,1773,459,10498
1498,2020-05-01,5:00 PM,Manipur,-,-,2,0,2
1499,2020-05-01,5:00 PM,Meghalaya,-,-,0,1,12
1500,2020-05-01,5:00 PM,Mizoram,-,-,0,0,1
1501,2020-05-01,5:00 PM,Odisha,-,-,41,1,143
1502,2020-05-01,5:00 PM,Puducherry,-,-,5,0,8
1503,2020-05-01,5:00 PM,Punjab,-,-,90,19,357
1504,2020-05-01,5:00 PM,Rajasthan,-,-,836,58,2584
1505,2020-05-01,5:00 PM,Tamil Nadu,-,-,1258,27,2323
1506,2020-05-01,5:00 PM,Telengana,-,-,441,26,1039
1507,2020-05-01,5:00 PM,Tripura,-,-,2,0,2
1508,2020-05-01,5:00 PM,Uttarakhand,-,-,36,0,57
1509,2020-05-01,5:00 PM,Uttar Pradesh,-,-,555,41,2281
1510,2020-05-01,5:00 PM,West Bengal,-,-,139,33,795
1511,2020-05-02,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33
1512,2020-05-02,5:00 PM,Andhra Pradesh,-,-,403,33,1463
1513,2020-05-02,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1514,2020-05-02,5:00 PM,Assam,-,-,32,1,43
1515,2020-05-02,5:00 PM,Bihar,-,-,98,3,471
1516,2020-05-02,5:00 PM,Chandigarh,-,-,17,0,88
1517,2020-05-02,5:00 PM,Chhattisgarh,-,-,36,0,43
1518,2020-05-02,5:00 PM,Delhi,-,-,1167,61,3738
1519,2020-05-02,5:00 PM,Goa,-,-,7,0,7
1520,2020-05-02,5:00 PM,Gujarat,-,-,735,236,4721
1521,2020-05-02,5:00 PM,Haryana,-,-,227,4,360
1522,2020-05-02,5:00 PM,Himachal Pradesh,-,-,30,1,40
1523,2020-05-02,5:00 PM,Jammu and Kashmir,-,-,247,8,639
1524,2020-05-02,5:00 PM,Jharkhand,-,-,20,3,111
1525,2020-05-02,5:00 PM,Karnataka,-,-,251,22,589
1526,2020-05-02,5:00 PM,Kerala,-,-,392,4,497
1527,2020-05-02,5:00 PM,Ladakh,-,-,17,0,22
1528,2020-05-02,5:00 PM,Madhya Pradesh,-,-,524,145,2719
1529,2020-05-02,5:00 PM,Maharashtra,-,-,1879,485,11506
1530,2020-05-02,5:00 PM,Manipur,-,-,2,0,2
1531,2020-05-02,5:00 PM,Meghalaya,-,-,0,1,12
1532,2020-05-02,5:00 PM,Mizoram,-,-,0,0,1
1533,2020-05-02,5:00 PM,Odisha,-,-,55,1,149
1534,2020-05-02,5:00 PM,Puducherry,-,-,5,0,8
1535,2020-05-02,5:00 PM,Punjab,-,-,90,19,480
1536,2020-05-02,5:00 PM,Rajasthan,-,-,1116,62,2666
1537,2020-05-02,5:00 PM,Tamil Nadu,-,-,1312,28,2526
1538,2020-05-02,5:00 PM,Telengana,-,-,441,26,1039
1539,2020-05-02,5:00 PM,Tripura,-,-,2,0,2
1540,2020-05-02,5:00 PM,Uttarakhand,-,-,36,0,58
1541,2020-05-02,5:00 PM,Uttar Pradesh,-,-,654,42,2328
1542,2020-05-02,5:00 PM,West Bengal,-,-,139,33,795
1543,2020-05-03,5:00 PM,Andaman and Nicobar Islands,-,-,17,0,33
1544,2020-05-03,5:00 PM,Andhra Pradesh,-,-,488,33,1583
1545,2020-05-03,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1546,2020-05-03,5:00 PM,Assam,-,-,32,1,43
1547,2020-05-03,5:00 PM,Bihar,-,-,117,4,482
1548,2020-05-03,5:00 PM,Chandigarh,-,-,19,0,94
1549,2020-05-03,5:00 PM,Chhattisgarh,-,-,36,0,43
1550,2020-05-03,5:00 PM,Delhi,-,-,1256,64,4122
1551,2020-05-03,5:00 PM,Goa,-,-,7,0,7
1552,2020-05-03,5:00 PM,Gujarat,-,-,896,262,5055
1553,2020-05-03,5:00 PM,Haryana,-,-,227,4,394
1554,2020-05-03,5:00 PM,Himachal Pradesh,-,-,33,1,40
1555,2020-05-03,5:00 PM,Jammu and Kashmir,-,-,254,8,666
1556,2020-05-03,5:00 PM,Jharkhand,-,-,22,3,115
1557,2020-05-03,5:00 PM,Karnataka,-,-,282,25,606
1558,2020-05-03,5:00 PM,Kerala,-,-,400,4,500
1559,2020-05-03,5:00 PM,Ladakh,-,-,17,0,40
1560,2020-05-03,5:00 PM,Madhya Pradesh,-,-,798,156,2846
1561,2020-05-03,5:00 PM,Maharashtra,-,-,2000,521,12296
1562,2020-05-03,5:00 PM,Manipur,-,-,2,0,2
1563,2020-05-03,5:00 PM,Meghalaya,-,-,0,1,12
1564,2020-05-03,5:00 PM,Mizoram,-,-,0,0,1
1565,2020-05-03,5:00 PM,Odisha,-,-,56,1,160
1566,2020-05-03,5:00 PM,Puducherry,-,-,5,0,8
1567,2020-05-03,5:00 PM,Punjab,-,-,112,20,772
1568,2020-05-03,5:00 PM,Rajasthan,-,-,1121,65,2772
1569,2020-05-03,5:00 PM,Tamil Nadu,-,-,1341,29,2757
1570,2020-05-03,5:00 PM,Telengana,-,-,458,28,1063
1571,2020-05-03,5:00 PM,Tripura,-,-,2,0,4
1572,2020-05-03,5:00 PM,Uttarakhand,-,-,39,0,59
1573,2020-05-03,5:00 PM,Uttar Pradesh,-,-,698,43,2626
1574,2020-05-03,5:00 PM,West Bengal,-,-,151,33,922
1575,2020-05-04,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33
1576,2020-05-04,5:00 PM,Andhra Pradesh,-,-,524,36,1650
1577,2020-05-04,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1578,2020-05-04,5:00 PM,Assam,-,-,32,1,43
1579,2020-05-04,5:00 PM,Bihar,-,-,125,4,517
1580,2020-05-04,5:00 PM,Chandigarh,-,-,19,0,94
1581,2020-05-04,5:00 PM,Chhattisgarh,-,-,36,0,57
1582,2020-05-04,5:00 PM,Delhi,-,-,1362,64,4549
1583,2020-05-04,5:00 PM,Goa,-,-,7,0,7
1584,2020-05-04,5:00 PM,Gujarat,-,-,1042,290,5428
1585,2020-05-04,5:00 PM,Haryana,-,-,245,5,442
1586,2020-05-04,5:00 PM,Himachal Pradesh,-,-,34,1,40
1587,2020-05-04,5:00 PM,Jammu and Kashmir,-,-,287,8,701
1588,2020-05-04,5:00 PM,Jharkhand,-,-,22,3,115
1589,2020-05-04,5:00 PM,Karnataka,-,-,304,26,642
1590,2020-05-04,5:00 PM,Kerala,-,-,401,4,500
1591,2020-05-04,5:00 PM,Ladakh,-,-,17,0,41
1592,2020-05-04,5:00 PM,Madhya Pradesh,-,-,798,165,2942
1593,2020-05-04,5:00 PM,Maharashtra,-,-,2115,548,12974
1594,2020-05-04,5:00 PM,Manipur,-,-,2,0,2
1595,2020-05-04,5:00 PM,Meghalaya,-,-,0,1,12
1596,2020-05-04,5:00 PM,Mizoram,-,-,0,0,1
1597,2020-05-04,5:00 PM,Odisha,-,-,60,1,163
1598,2020-05-04,5:00 PM,Puducherry,-,-,5,0,8
1599,2020-05-04,5:00 PM,Punjab,-,-,117,21,1102
1600,2020-05-04,5:00 PM,Rajasthan,-,-,1356,71,2886
1601,2020-05-04,5:00 PM,Tamil Nadu,-,-,1379,30,3023
1602,2020-05-04,5:00 PM,Telengana,-,-,490,29,1082
1603,2020-05-04,5:00 PM,Tripura,-,-,2,0,16
1604,2020-05-04,5:00 PM,Uttarakhand,-,-,39,1,60
1605,2020-05-04,5:00 PM,Uttar Pradesh,-,-,758,45,2742
1606,2020-05-04,5:00 PM,West Bengal,-,-,151,35,963
