review,rating
Personally my ears and neck and head starts paining after I wear this headset. I can't wear it for more than an hour. sound quality is good. But comfort matters more for me. So not satisfied with the product. But those who have habbit of wearing such headset. It is good for them. Bass is good. And there's noise cancellation as well to some extend.READ MORE,3
Very good design.. Foldable... That's why it is very easy to carry around.. Ear cup is small.. Not suitable for bigger earsREAD MORE,5
"prosthe audio quality is very good excellent sound amplification no problems with battery lifeacceptable cushionsgood noise cancellationconsmic is not at all good   the person on the other side will hear a very low voice. the lowest sound is bit high  if you want to hear music in quiet environments the sound of music is a bit loud although for movies calls,etc its perfectly fineREAD MORE",4
Useful for listening to music wirelessly although the sound quality is Good not the best. Calling is OK as the mic is within the earcup and so the doesn't catch voice easily. Overall for the price a Good product if you want to untangle.READ MORE,4
headphones was so nice in looks and base + sound was excellent  happy with the product  to buy  but not happy with the delivery of the productREAD MORE,4
"Awesome product in this price range!Sound- Perfect (5/5)Bass- Unsatisfactory (3/5)weight- Light weight (5/5)Accessibility- Good (4/5)Comfortability- Foldable, Adjustable (5/5) Ear Cup Cushion (As below) ~Carbon black ✔️  ~Black and Red ✔️ ~Blue ❌ (Cushion fabric is not comfortable on ear, it's a bit scratchy) ~Grey and Green ❌ (Cushion fabric is scratchy)READ MORE",5
Boat rockers 400 1) build quality is good2)you will feel amazing when u hear Bass songs3)The main advantage is u can use by Bluetooth connection (wireless) or Wired by putting Aux cable .4)Battery's backup is good I used 4days without charging5)U can hear good sound effect in Bluetooth connection only.Connecting aux cable to phone gives not much sound effect.6) This product is awesome and it is delivered 1Day before expected date7)value for money thanx to flipkartREAD MORE,5
built quality is not so strong but design is better than built quility it is made up of chip plastic material for either price compromising but sound quility is best for this price segment each bit is clear and bass quility is also too good I love it boat sound quility I give out of 5 star for sound qulity and bass segment I don't know how to make this quility sound and bass like headphone in this price segment I love it must buy guys but in offered period899@. bemisal headphone each song bea...READ MORE,5
sound quality is good..Bluetooth working fast as connect fast and black red colour is looks good while traveling it is very helpful to listening songss....and feel good...READ MORE,4
YOU PROBABLY NOTICED HOW MANY NOM OF PEOPLE BOUGHT UT AND RATED IT. but tell you something.. the no. doesn't matter. cause i purchased this one n i have other on ear Headphones too.. I'll definitely not suggest you to buy this... please its outdated product and it doesn't give you comfort at all..which is like very very important part of Headphone. The sound is good. but if you want to hear music at loud volume..forget it. you can listen better at medium n low volume.. i had headache at high ...READ MORE,4
"Best Best headphones ,reallly impressed by its use 👍👍👍 They are really comforting and have a good bass tooo.. So i ma happy with purchaseREAD MORE",5
nice quality sound bass everything is perfect nice headphone in valuable price.READ MORE,5
Product Is Good This Product  I have Got Only in 899rs Sound Is Osm Battery Backup Is Very Good Comfortable And AdjustableREAD MORE,5
product is very good.but its very hard. we can wear it maximum 20 minut. otherwise its paining your hear. some less comfortable. otherwise Super sound. super bass. super battery. looking is almost good.READ MORE,4
best base and boom sound is very clear and base is also perfectREAD MORE,5
I am happy to purchased it every thing is very good  just rubber  should be soft on but really battery back up and sound bestREAD MORE,5
It is a good Bluetooth ... I gifted this to my husband...  he loved it too muchh... thank you flipkartREAD MORE,5
The headphones are just boost to me after hearing songs I fell free and the voice is also good there's no issue regarding the headphones. The mic is also good even we can take calls by headphones and they are easy to connect and the battery remains upto minimum 6hours if charges once fully so oncecharge I don't need to charge it for two days. I play PUBG on them and the footsteps are clearly understood and we can make guess from where enemy is going to come so . I liked the headphones and sug...READ MORE,5
"1. Sound quality is super 2. Grip of this is great but it feels more tighter after some time of wearing it3. Battery back up is pretty good4. Bluetooth utility is good but when we connect through it, Mike is not working properly facing problem in this5. Wired time of experience is good, Mike works properly when we connect jackREAD MORE",3
the product is good and very much convenient too with the high sound quality the important point of the product is the sound of the headphones even when ur travelling and have clear voice but there was sudden drastic change battery backup it was kind of 40% and suddenly went battery low state and got offREAD MORE,4
"great product, I am using it from 2 weeks sound is beast bass is awesome value for money for me as I brought it for 1000 rupees in big billion days and it also comes with 1 year warranty card which is amazingREAD MORE",5
"Awesome product in this price , super extra Bass  such a nice product 🤘bOAt Rockerz 400 Ultra super extra Bass 😍READ MORE",5
wow I am loving it superb sound quality happy with this deal.READ MORE,5
sound qaulity is normal (lack of clarity because of higher bass) and only bass is excellent. If any one who wants sound clarity then switch on Sennheiser cx275s.  I've already used it and got a better quality of sound in balanced.READ MORE,3
"I have used it for a while now and I noticed everything that u should notice to write a review. It's really not for long use, you should use for 1 hour continuously, give it some rest and again use. My ears are big so they pain a little. The sound quality is Very amazing. The treble and Bass are perfectly balanced and you can clearly tell difference between base and Treble. Vocals are clear along with powerful bass. At 899 it's a must buy. I'm very much satisfied with the sound quality.READ MORE",4
strong but not durable. the soft cution are very comfortable and are easy to carryREAD MORE,4
the headphones are good bt voice calling is just not good i mean in terms of a headphone it works amazing bt not good for calling purpose my mic doens't workedREAD MORE,5
this is a really cool product. Sound quality is superb but with wired while wireless not too good. but it's all right it's too convenient listening song .READ MORE,4
I was just fall in love with that headphone . it is just mind blowing and awsome .sound quality is superb and the bass is also good . I recommended every one to buy this product from flipkart.READ MORE,5
feeling happy to buy this product it is quite awesome in all ways music quality is like excellentREAD MORE,5
good product sound + bass quality is good but the the billing of tha headphones is not. a good afte 20-25 minutes the ear going to pain so develper I request you do work on his billing overall the product is vary good😍😍😍😍READ MORE,4
"It could be more comfortable or better as it hurts the ears in sometime. Can answer the calls but not that good for answering calls as the mic is not that effective. Sometimes, it catches the voice and sometimes have to repeat twice thrice and more times. please improve that and make them more comfortable to use.READ MORE",3
The headphones are good in terms of bulid quality absolutly loved it talking about the sound the 40mm drivers are well to produce a good quatily sound with a premium bass but these are littele much tight on the ear but later after using for some time its becomes much comfortable and these comes with wire cable to connect so that you can use it without charging and through wires its sound amazing Headphones are pretty stylesh though 😎😍READ MORE,4
built quality is good .. but sound and comfort is not so good its just ok kaan bahotbdard hota hai bhai 15min he use karsakte ho..READ MORE,3
very good product easy to carry with excellent sound quality and super bass with good built quality thank you BOATREAD MORE,5
"Great sound quality and battery backup. Have good grip on ears hence it is little tight. Allover great product , worth for money.Also thanks to flipkart for good packing and dilevery on time.READ MORE",4
I got it for 900 and at this price range this is the best headphones and the bass you can feel the bass once you play bass boosted songs and the quality of sound through aux is phenomenal it will shake your head once you wear it on your head finally amazing product worth buyingREAD MORE,5
superb headphones nice sound quality and superb bass battery life is less but good for normal usage design is not best semi foldable less weight alsoREAD MORE,4
awesome super bass and super crispy sound but build quality is low overall sound is excellentREAD MORE,4
"Not 5 star cause of build quality.... Not so good but compared to the price is fine... But the ear is really paining after sometime.. Not  comfortable at all.. Overall good. Sound is the area where this headphone did a decent job compared to the price.. Low budget go for it, no place for secong thoughtREAD MORE",4
nice sound nice bass nice battary iam buyd this 899 this price range this is good but not listern music in full volume after one 1 hrs just hair pain but this is goodREAD MORE,4
"overall good according to price..after two days I feeling ..sound very good but not best..build quality average as it missing adjust & soft cushion.I found no other issues, thanks flipkart.READ MORE",4
only one thing # if you are looking for best headphones in budget then this is it....... superb sound quality and bass + very good finishingREAD MORE,5
Best product in budgetawesome base i like it so i give 5 🌟 guy having best base without any equiliser it feel really like having dj with big base around us 😍😍😍READ MORE,5
super bass sound and super qualitybuy this product super product buy itI'm Soo happy because I'm buyed this product Bluetooth connetivity also fastbuy it now onlyREAD MORE,5
Good sound quality and best bass experience on ear. Thank you flipkart for this amazing product in good price range. I am 😊READ MORE,5
wow wow what a bass i loved it thank you flipkart.. worth for this price .. mast buyREAD MORE,5
"beautifully designed headsets, at this price it is certainly worth it.. the bass is awesome..but the vocal clarity is little low as compared to my sennheiser headsets..the Bluetooth range is decent, 5-6 meters maximum..(when used without obstructions in between)..READ MORE",4
I have been using this from last one year and I'm satisfied with this product as its base is just awesome and you can carry it anywhere you want very easily.A good product by flipkart and a big thanks...READ MORE,5
Its a good and useful headphone with good quality sound and easy buttons  at this price.READ MORE,5
"The headphone was delivered on the date mentioned while placing Order. Quality is very good and bass is perfect for me. I will recommend to family and friends, definitely.READ MORE",5
Terrific purchase at Rs 899 worth for money.  Packing and delivery was awesome thank you Flipkart.READ MORE,5
awesome 👍 sound and great full satisfied and bass extremely good 👌 I ❤️ product recommend to buyREAD MORE,5
"the sound quality is very good with extra bass , battery run for 2 to 3 days of normal use , but call quality is not good microphone is not responsive but audio is greatREAD MORE",4
one of the best headset... sound quality is really very best.. but you cant play pubg on it without Aux cable.. other features and battery backup is also good... but this is not flexible 180°  like boat rockerrz 450.. which was keep in touch with bodyREAD MORE,4
"Awesome voice and connectivity range. Charger quality is not that great, but the charging time is good. The design and ease of use are also niceREAD MORE",4
"its very good head phone. but only one problem. if you attend a voice call, the voice is not clear to other person. rest for music its very goodREAD MORE",4
it ia very nice product i ever got.. really loved it..so nice in the price 899READ MORE,5
"Awesome  !!If you are a bass lover, this is for you bass is at next level and the sound quality is also superb overall good product by boAt and thanks to Flipkart for fast service.Got it for @899 :)READ MORE",5
The best bluetooth headset if you get it under 1k range....the Bluetooth is good enough.. .. the sound quality is really good..... The build quality is not up to the mark.... But under 1k range it is good enoughREAD MORE,5
The headphones is good at this pricesound quality is good with a good bass effects when it is connected using Bluetoothbut the sound quality is average while it is connected using the wire...aux cableREAD MORE,5
cool nice product but not much rich bass value for money...i loved itREAD MORE,5
buy only if under rs. 1000... I thought my mic is not working properly and got it replaced.. even after that the mic is not at all good..even my friend has the dame problem...mic sucks...forget taking calls on it....vocals are okok...everything else is fine...i got it for 899 in big billion sale.. good for the price.. Mic isn't good at all..READ MORE,3
extremely awesome and the sound quality is very good. Anyone's wants a headset choose the boat rockerz 400. I'm playing pubg with this and it's very good for gaming also. So i recommend to choose it. Thanks! 😇😇😇😇READ MORE,3
SOUND QUALITY IS VERY GOOD AS PER THE PRICE BUT HEADPHONE IS QUIET HEAVY FOR LONG USE IT I WILL NOT RECOMMEND YOU. I AM A PERSON WITH SPECS SO  WHEN I USE IT WEARING MY SPECS IT DOESN'T FEEL COMFORTABLE. BATTERY BACKUP IS GOOD ENOUGH .BUILD QUALITY IS DECENT NOT TOO MUCH GOOD.I GOT IT FOR RS 899 DURING BBD AND BEING FLIPKART PLUS MEMBER I GOT IT DELIVERED IT IN JUST TWO DAYS.READ MORE,4
"got it for 999 /- its a good deal . sound quality , bass quality is good .. build quality is also good .. and battery backup is also impressive. lucky it supports 3.5 mm headphone jack and its present inside the box . what else do you need. its a good deal.. you can go for it for around 1000/- ...READ MORE",4
"Wow, it's super 🎧 really it's good clear sound and bass is awesomeREAD MORE",5
"I am really impressed with this one. I purchased it on big billion days sale at 899 so i thought what can one expect from a 899 rupees headphone and since the Bluetooth version is 2.1 i thought the sound quality will be worst but no i was wrong, both Bluetooth as well as aux cable are good both provides same audio quality. But i noticed that if the distance of your phone and headphone exceeds 10 or 15 metre then the sound quality becomes something terrible there is another one con that the pe...READ MORE",5
I usually review after a week. but I m.writing this on 2stday of using it.. awesome ND quality is mind blowing.. I am not sure how I missed this best headphone so far... bought for 999.. worthy one.. pakka head settuuuREAD MORE,5
"Very awsome product , affordable , value for money , nice pakaging as well , very happy with the productREAD MORE",5
awesome... and worth it.. Thank god I've checked that on previous order I had to pay 1000 but next day the deal was for 899 so I'm happy luckily I saved 100READ MORE,5
"finally it was be arriving in 2 days thank you Flipkart for this very fast delivery now the boat rockers 400 its a very nice headphone at this price range with good bass, good battery,with a good sound quality..READ MORE",5
"This is really awesome i am a pure music lover, and these headphone are way beteer than Sony or Phillips. Bass is superb means. No amliified tones only crystal clear treble and bassREAD MORE",5
"Very awsome product , affordable , value for money , nice pakaging as well , very happy with the productREAD MORE",5
awesome... and worth it.. Thank god I've checked that on previous order I had to pay 1000 but next day the deal was for 899 so I'm happy luckily I saved 100READ MORE,5
"finally it was be arriving in 2 days thank you Flipkart for this very fast delivery now the boat rockers 400 its a very nice headphone at this price range with good bass, good battery,with a good sound quality..READ MORE",5
"This is really awesome i am a pure music lover, and these headphone are way beteer than Sony or Phillips. Bass is superb means. No amliified tones only crystal clear treble and bassREAD MORE",5
Great product! Sound is just Awesome! I have got this @ Rs. 999 /- only just for the Great BIG Billion Days offer. Thank you! so much Flipkart.READ MORE,5
"These rockerz are branded , easy to use and good sound quality. Best bluetooth headphones in this price range .Design is also fine . Bluetooth range max. from one room to another . Can talk through built in mic when on a call. So don't need to hold your phone near you.I got this for 999 in sale.The best price.Isse kam mai koi bhi branded bluetooth headphones  nhi milenge.READ MORE",4
It's Totally Amazing Product I loved it It's Really Nyc Fabulous Sound Thank u Flipkart For Deliverd it in just 1dayREAD MORE,5
fastest delivery sound quality is too good and impressive design good product ☺️READ MORE,5
"product is super , sound quality,bass etc . delivery is also good and I had delivered the product before date and I like it.READ MORE",5
"headphones r really awesome,nice sound quality,  I got this wonderful piece in just RS 899 .I m really happy with fast delivery .READ MORE",4
lovely it's very good and built with good quality nice bass and it's battery backup is osmREAD MORE,5
Good sound quality but kindly improve making material added more elasticness and super bass .Full paisa vasulREAD MORE,5
"your delivery person's attitude is so rude and he is not a helpful person so i give 3 star for this , this is a humble request to you please send someone else on my next order and your order is so good ....thank youREAD MORE",3
"Nice bass n easy fitting on head. use AUX cable for more better experience, bass will blow your mind. excellent  product in this price segment.READ MORE",5
This product is good and quality product. This one is really tough and strong it will not damage when it dropped or something like that happens no problems really harder and nice quality soundREAD MORE,5
Review after using it for a while-1. Sound Quality- 3/5Not the best sound at this price point. I'm an audiophile & a music producer so I've tried lots of headphones. Sounds are a bit muffled. Low frequencies are boosted so better base. Mid are boosted a little so voice parts are loud. But higher frequencies are very low. Unless you use an equilizer you might not get the best experience. Mic is also average. Capturing strength isn't that great. You might have to shout while talking. Compared...READ MORE,3
excellent product and affordable bluetooth headphone compair to others base is excellent connectivity is also great and when u connect blutooth and wifi at same time it works really fine and dosen't and dosent even lag in speed of wifi like other blutooth speakers for ex mivi speaker which i have purchased wifi dosent work when i connet it to any device.......it is excellent product at the price of 999 at small sales and at big sales it even go till 899....READ MORE,5
Good Head Phone with better sound quality and built design is so simple and comfortable to use but I feel that if they provided separate buttons for volume up /down and next/previous and make multifunction button into separate button. But overall it is good to use for daily day use and it is good in out door too.The  adjustable design is also good.READ MORE,4
rockers 400 r the best ....I got it at 999 (best value ) ....overall performance is awesome but microphone is not audible due to its design....but after 1 year use the frame breaks .....that's for sureREAD MORE,5
perfect at this price a great quality by boat nd thamks to flipkart...i love it must order more in saleREAD MORE,5
Was a great purchase by me. To be honest I did hesitate in the beginning when ordered but was surprised enough to overcome that. Really happy with the buy.READ MORE,5
extremely superb headphone from Flipkart love this one super bass built and designe are goodREAD MORE,5
Pros :1) Sound quality 2) Bass3) Price Range4) Volume control 5) battery (casual user)6) mic7) aux Cons : 1) Product Quality mainly the headband is not that great 2) During call voice gets cut & sound is low3) connectivity has a bit issue gets disconnected suddenly but it happens rarely4) gets uncomfortable after some point of time 5) Battery ( for heavy user)I've used this product for 17 months now but the headband quality is poor I was expecting it last at least 2 years but ...READ MORE,3
awesome headphone.dont look for another this is just great .I like the sound quality.and the bass is too goodREAD MORE,5
Best product in good price And it's sound is very nice and bass is so good 😍😍READ MORE,5
"very good product, I like it. good thing at a good price😘😘😘😛😋😛READ MORE",5
very good product packaging of the product was also good very good experience with flipkart and good service provided by the delivery boy.READ MORE,5
ya this is best device  great voice and bassgreat design &. look i personally like itand you can try very fast deliveryREAD MORE,4
veru good deal gifted to my brother he was very happy the battery backuo is also very good my brother uses daily full day he use headset while playing gameREAD MORE,5
Product is awesome with great sound quality but i am not satisfied with the comfort .it gives pain on wearing but overall it is very nice product.READ MORE,5
very good product packaging of the product was also good very good experience with flipkart and good service provided by the delivery boy.READ MORE,5
ya this is best device  great voice and bassgreat design &. look i personally like itand you can try very fast deliveryREAD MORE,4
veru good deal gifted to my brother he was very happy the battery backuo is also very good my brother uses daily full day he use headset while playing gameREAD MORE,5
Product is awesome with great sound quality but i am not satisfied with the comfort .it gives pain on wearing but overall it is very nice product.READ MORE,5
"As compare to other brands on this price range it's superb. great sound with deep bass but not a smooth sound, all music sounds are feels like the same bass, disappointing in great music quality, only bass is good, build quality is avarageREAD MORE",4
Nice quality headphones specially at this price tag. Amazing sound as well as bass go for it guys best budgeted headphones 👍😁READ MORE,5
"Fulfilled All necessary expectation by a good Headphone. But one thing i have noticed that the mic is not suitable for phone call, but i like this headphone for only playing song.READ MORE",5
I love this head. they are so pretty to see but there is only one problem is that when you wear it for so many times you here starts paining that is not good else everything is fine I love it looks so awesomeREAD MORE,5
"Best product, good quality and easy to handle.  Good product at low cost.READ MORE",5
it's very good product nd I loved it the sound is very clarity nd very good bass... and it's charge only 1 hour nd it's give more than 8 hours of it's battery power...READ MORE,5
"This is a very good quality product and you should definitely go for it. The battery backup is very long! I charge it once in five days! It fits perfectly on the ears. If it's causing pain you just have to adjust it in perfect position.  The sound quality is really fascinating! In such a low price (Compared to other brands)!!!. It has a really high quality, powerful base which gets you the true authentic experience of music. I once bought earphones for RS.7000 and they stopped working within...READ MORE",5
"The headset is truly amazing for its price....It has got both Bluetooth and a 3.5 mm headphone jack, in case its battery runs out of charge. I feel the audio quality is better when you connect using the AUX cable it provides in the box. Boat also provides a USB to micro-usb cable in the box (for charging). The headset is pretty light and very comfortable to use(as its size can be adjusted).I had opted for the black & blue colour combination as it provides cloth as the material on the earcup...READ MORE",5
The sound quality was awesome but I recommend you buy neck band if u want to use earphone for more than 4 hours and it is best if u get it for 999READ MORE,5
"Boat is undoubtedly the best company at its price. Talking of this model, Sound quality is very satisfying, Bass is not very Powerful but its sweet and smooth, quality is good but could have better.Now the best thing about this headphones is its connectivity and battery backup. Its connectivity range is too good and once I charge this I continuously use this for 3-4days for about 2 hours each day. Highly recommended to all and you can also go for Boat Rock star 440 model .go for itREAD MORE",4
What's good : * Sound Quality and bass is good. sound quality is better when plugging in with provided cable. * Build quality is good. All plastics and fabric used is of good quality. * we get battery life as much as claimed by manufacturer.What needs to be improved :# Its a tight fit. feels painful when used for long time# Bluetooth version is very old.(2.1) also the range is very less.# And boAt logo looks boring 😂READ MORE,4
"BEST HEADPHONES 💓💓💓 LOVE THE BASS OF THISS BEST BATTERY BACKUP EVER BEST QUALITY EVER , MUST BUY 😍READ MORE",5
"super bass, light weight, very comfortable, impressive look, noise cancellation is pretty good... it's give you much more than its price...Boat rocks... delivery is very fastREAD MORE",5
"I got this rockerz today. I listened it for 3-4 hours, the sound was smooth, the lows the mids and the highs are balanced. The design is cool and light weight. It has a good battery backup and bluetooth connection is good as well. And the best thing about this headphone is, it has an aux cable if your battery drains out, it can be used as a wired headset as well. It is little tight on ears, but this is manageable. Thank u flipkart for a quick delivery. It's a great deal in this price range, w...READ MORE",5
I love flipkart  because 2016 started to purchase from flipkart still now am not disappointed which am buying all the product was good and excellent condition am very happy to buy the product from flipkart then I want  buy more and more different products in flipkart love you  flipkartREAD MORE,5
"It is a very nice product, nothing is default there, the sound quality is also great the design looks very awesome and nice, the battery is best it works for a very long time its colour is also superb. thanks to flipkartREAD MORE",5
Super Headphone Nice Build Quality  Battery Backup is Good Bluetooth Connectivity is Awesome High bassREAD MORE,5
"Not satisfactory. No Base/Bass. Batt not up to the mark. Volume up and down ain't working all times. But the 3.5 mm works fine connected. Sad, bought it for wireless purpose. Won't recommend. But was happy with the loopset that I bought of the same brand earlier.READ MORE",1
I am not Satisfied with product because I paid big amount I m not got Perfect for the my amount. Sound quality is not good and Bass also not good even call also not clarity is there ...READ MORE,1
"So there are many reviews which tells you all the Pros of this product.. beleive me..its a ""worth for money product"" but.. there's a but..!!◀️It's awefully painful to wear them for even 10 minutes▶️I am writing this review in frustration.. that I can't enjoy or use it to my fulfillment... I have to remove them to ease my Ears...🔸 The arch which is made of plastic, seems can break off easily if stretched too much  or the leather padding which stuck on that would peel off  (so no stretching...READ MORE",4
"You will really like this sound machine.Amazing sound quality at this perfect price.It really will make your ears feel great.Nice product with indeed good sound and bass quality,have been using since 3weeks,battery backup also lasts for 7-8 hrs on full charge in 4hrs.a must buyREAD MORE",5
"Boat headphones are good enough to grab them for Rs. 999. But, don't buy them for blue color and green color, but them in black or red color because in in blue and green color material on earcups and headband is polyester type cloth but the material used in black and blue color is synthetic leather which is more comfortable and also looks good. coming to the sound quality, it is amazing bass is decent, sound is crystal clear and loud enough. Build quality is also good. But bluetooth connectiv...READ MORE",4
sound comes very interruptive... dnt know due to old Bluetooth version or some technical issue... range is also very less... nice only... good if its ur frst blutooth headphone ..for the affordable price rangeREAD MORE,3
nice quality sound with awesome bass... i love that..       battery back up is also gud  almost whole day if you listen as a normal guy.. only one issue is that after 1 hour your ear get some pain and sweet too.. but its negotiable at rs 999... overall best headphone on this range ... go for it..READ MORE,4
fantastic....its an awesome product....this is an honest review....review after one month usage ....sound quality is superb with Bluetooth...but may not get the same effect when wired...battery backup is not up to the mark but still it's cool since it can be used with aux...From my side I felt a serious trouble is can't be that great for pubg players while playing with Bluetooth mode ...because the sound comes after the action ...this was a great disappointment for me but when we use the w...READ MORE,4
Sound quality is very good and bass is supereb. Battery lasts for 7 hours (appx.) continue usage.. Build quality is also good and strong.. Noise cancellation is not so good if some another sound is also played outside like TV.READ MORE,4
Its an amazing headphone but as mentioned by the sellers...its base is not soo so good ..its ok ok..its sound quality is awesome battery backup is also super ....i loved its battery backup...its been 7 days i bought it...and i charged it 2-3 times only..the only bad thing in this headphone is its mic quality..when we are on all the other persons hears background noises coming from the headphone...otherwise the headphone is awesome 😊READ MORE,5
boat headphone is best is very good product is much happy is much better 🦊🦊READ MORE,4
"It has everything that you search in a good headphone. Sound is really good and melodious. Bass is good and so does the fitting. It hurts for a while in the start but after a few days, it adjusts automatically. I don't know if it worths the money or not but I do believe so. It charges fast and runs for long, also provides great comfort.READ MORE",5
"well.... it's good for its pricebuy it for 999 , that's best for it.green one is the best colour.wait for sale if not available for 999.great bass.READ MORE",5
"it's awesome product, well deaigned  superb sound quality nd bass,  m satisfied with this productREAD MORE",5
Good for base lovers but base is soo heavy that sometimes the audio is not very clearly audiable. So if only love the base you can go with this.READ MORE,4
superb product  awesome sound quality and balanced is also good thank you flipkart .READ MORE,5
Awesome product boat rockerz 400 is a must buy product awesome build quality and sound is superb ...it has got all the guts needed in a headphone completely satisfied..READ MORE,5
Nice product... At this price it is best... I love it. But delivery was so late. And i hope that i will work fine... But this time it is good.READ MORE,5
very good product. worth for money... better to go with black instead of blue as the dirt can be seen very clearlyREAD MORE,5
"Overall a good product with great sound.The only thing I found as an improvement is it should not fit too tight on the head and over the ears.When I use this, my ears can feel the pressure right from the moment I start using them. So this needs to be improved.READ MORE",4
Writing after 1 week of usage.  Built is very good light weight easy to carry. Listening music nearly 2 hrs continuously no sweat discomfort fits perfectly. Now let's talk abu sound. Can't say it's wowwww sound effects but pretty decent  for songs bass also moderate. Overall decent product... For 999 freedom saleREAD MORE,4
nice product with good sound effects ..batteru backup is amazing ...got it for 999 which is so worthREAD MORE,4
"1)Bluetooth connectivity is bad2)sound quality is good but sound crackles at 70%and above volume if u like melody or classic songs then this headphones are not for you but it's good for EDM, Dubstep and bass heavy songs.3)bass is amazing4)battery life is nice5)for 999 it's good dealREAD MORE",4
it's really good product on this rate. but build design is not suitable really person. if it design adjustable type is a best productREAD MORE,5
I assure you that buying this product is worth ! I'm using it from last 3 months. I have dropped it Soo many times but still it's working and is in the condition I brought it ! if you are reading this thn you should surely buy this ! bcoz it's the best ! And it's best Feature is it's battery backup ! even if you charge it for 20 min's it works for 4 hours ! it's has the best battery life ever !READ MORE,5
Totally awesome Headphones and the feedback from flipkart team for following details is so helpful @prachi is the telecaller who given me first time info for the same .... & third person telecaller who has given the awesome info for same ....It's gives a Best battery backup for usingAnd use mostly in and out from home while going to ofc so it's having 9 days battery for my usage ....READ MORE,5
While I am using this my ears are paining. We wany to ise like little down super product nice if you want to buy any headset you can buyREAD MORE,3
This product is good on price999 igot it in offer but it can be made more comfortable  its car cub is smaller I want to tell about its sound quality its very good  worthful bass is superb nd  the package of rhis headphone is very good this is very praiseable to Flipkart and its shpment hub And if any student want to  buy then this is right decision .you should buy this but if anyone wants more comfort then dont buy this it's design good bot not more comfortable but nice. I gave you full rev...READ MORE,4
This is best for all time.The bass and sound quality is too good thx boat for making best headphones.READ MORE,5
This headphone is high sound quality with very good bass and gives best HD quality sound but in this headphone is comfortable point of view not very good after 20 minutes ear start pained.READ MORE,5
good quality sound with great ease comfortable and compactREAD MORE,5
I love this product good sound quality and backup love  this colour n design thank u flipkartREAD MORE,5
wonderful product. Really it looks good sounds good and keeps an good attitude for uhh 😘Rockerz rock it..🤘🤘 🎧READ MORE,5
awesome product.... iam enjoying my free time with this... the design so good and sounds amazing..... 😄READ MORE,5
"good sound quality and comfort ,, blootooth rang are low ,, the distance increase the sound are lagging ...but good for this prize ,, i am buying this at 1000 in freedom sale..READ MORE",4
"pretty good looking and function is good,sound is awesome and clear in all toneREAD MORE",5
awsome product .it has so good quality that I could feel the vibration. just had a Suggestion that to have a micro SD slot on it . that's it. if u get this product for 999 INR it's awsome saveREAD MORE,5
"Boat Rockerz 400 for Rs 999 was a great deal.Now I am going to talk about the following points :a) music qualityb) build quality and c) the feel of the headphone.A) MUSIC QUALITY : The first time you put this piece on, you might not feel it but as you keep on listening you will gradually realise that the headphone provides great hearing experience, if not excellent. The bass is quite ok and the highs are distinct too, providing an overall balanced output. Now note that if you are expect...READ MORE",4
Nice headphone sound quality is Super good and bass is very high i like very much this boat head phone.READ MORE,4
product is nice I like it filpkart  delivery is very  good  and delivery boy behavior is very niceREAD MORE,5
Highly recommended for low budget. Good sound quality. # lasting goods # seems like tight to head but it's comfortable to wear.. at least for medium head!!READ MORE,5
Highly recommend it.Sound quality is just awesome.Well made .Got it at a super reasonable price. Delivered well before time.Thanks Flipkart.READ MORE,5
"Packing and delivery is good and on time as usual by flipkart. One of the best Headphone I've used till date, it's completely good. Bass is really GOOD, sound output/quality EXCELLENT, Bluetooth range is GOOD, Worth the price you pay, I've purchased it for 1199/- on offer. The only problem is while using aux cable the audio distorts and the output is not as good as in bluetooth(which is not a big issue for me as i use bluetooth almost all time). If your budget is around 1.2k to 1.5k go for th...READ MORE",4
it's a good product. I like it the design is superb and sound quality is good 👌👍READ MORE,5
this product  good but play and pause button not good and not properly workREAD MORE,3
Worth For Money... Clear Sound....Nice Design I Like It Thank You Flipkart & BoatREAD MORE,5
Overall the headphone 🎧 is really a good one and worth buying... Compatible with almost all devices.. Has a long battery life and also don't need to worry if battery finshes... You have an USB on hand to connect the phone to your headset... And had an excellent sound quality...READ MORE,5
this headphone🎧 is good and best in budget.you can go for it this is better headphone in this Price range.READ MORE,5
very very nice product and great product sound 🔊 quality is best and colour is goodREAD MORE,5
Boat always has it's classic product and goods delivering to the people..I bought Sennheiser hd 2.10 an later this but I'm impressed with this product..love boat's..with good battery backup and great value for money...I used to use most of the time the SENNHEISER but now I'm completely impressed with this product because it gives me a good battery backup and also gives me a good sound experience..READ MORE,4
I already used skull 💀 candy headphone ..so compare to boat this bass is really better ...per song melody songs rock songs gana songs any songs is producing correct bass congratulations boAt make  more product confirm I ready to purchase..... thanksREAD MORE,5
its really a very good product. it gives a clear sound. the bass is impressive. it worth money. best product in this prize. thank you flipkart for these products and for a impressive fast deliveryREAD MORE,5
it is very nice battery backup ia also good but size doesn't much better overall everything is best for this priceREAD MORE,4
The product have really a good sound quality with good bass. This has light weight so u can't feel like a heavy load on u'r head. But when u continue for a long time a little bit sweat on u'r ear area. I wanted to give it 5 ratings but due to poor Bluetooth range I give it 4 ratings. When u put u'r phone in u'r lower pocket many times sound will goes cut automatically because of low Bluetooth frequency.READ MORE,4
Its really an awesome product...from bulit quality to the sound...its very good...worth of money...its very comfortable in wearing as well. Thanks to Flipkart and boAt as well for making this decent product.READ MORE,5
